Rank,Water Area (sq mi),City,State,Population
2845,0.35,Arabi, LA,"4,521"
5254,0.12,Arabi, GA,517
10260,0.02,Aragon, GA,"1,164"
14969,0,Aragon, NM,13
42,39.8,Aransas Pass, TX,"8,287"
20401,0,Arapaho, OK,483
4106,0.19,Arapahoe, WY,"1,398"
18201,0,Arapahoe, NE,908
19401,0,Arapahoe, NC,494
17401,0,Arbela, MO,22
1382,1.03,Arboles, CO,263
6527,0.07,Arbon Valley, ID,730
21401,0,Arbuckle, CA,"3,009"
14465,0,Arbutus, MD,"21,404"
17401,0,Arbyrd, MO,533
6363,0.08,Arcade, GA,"1,506"
14636,0,Arcade, NY,"2,187"
3893,0.21,Arcadia, CA,"57,251"
11561,0.01,Arcadia, MO,773
13456,0.01,Arcadia, FL,"7,647"
13923,0,Arcadia, SC,"3,123"
16810,0,Arcadia, MI,244
18201,0,Arcadia, NE,360
20001,0,Arcadia, OH,639
20401,0,Arcadia, OK,145
25601,0,Arcadia, IN,"1,276"
26001,0,Arcadia, IA,563
26601,0,Arcadia, KS,410
27201,0,Arcadia, LA,"2,939"
29001,0,Arcadia, WI,"2,953"
5098,0.12,Arcadia Lakes, SC,876
23001,0,Arcadia University, PA,623
20001,0,Arcanum, OH,"2,309"
838,1.9,Arcata, CA,"17,679"
11363,0.01,Archbald, PA,"7,053"
4787,0.14,Archbold, OH,"4,374"
10075,0.02,Archdale, NC,"11,322"
8076,0.04,Archer, FL,"1,105"
18201,0,Archer, NE,62
26001,0,Archer, IA,121
9007,0.03,Archer City, TX,"1,619"
9378,0.03,Archer Lodge, NC,"4,441"
8599,0.04,Archie, MO,"1,339"
5067,0.12,Arco, MN,91
11625,0.01,Arco, ID,"1,018"
9487,0.03,Arcola, VA,182
10136,0.02,Arcola, IL,"3,017"
10445,0.02,Arcola, TX,"1,964"
17201,0,Arcola, MS,337
17401,0,Arcola, MO,45
269,6.51,Arctic Village, AK,118
22401,0,Arden, DE,516
1347,1.06,Arden Hills, MN,"9,700"
3886,0.21,Arden On The Severn, MD,"2,245"
5919,0.09,Arden-Arcade, CA,"92,844"
22401,0,Ardencroft, DE,221
22401,0,Ardentown, DE,289
836,1.9,Ardmore, OK,"24,877"
12682,0.01,Ardmore, AL,"1,511"
13130,0.01,Ardmore, TN,"1,182"
23001,0,Ardmore, PA,"12,867"
19601,0,Ardoch, ND,79
19001,0,Ardsley, NY,"4,519"
26001,0,Aredale, IA,70
14024,0,Arena, WI,807
16428,0,Arenas Valley, NM,"1,025"
23001,0,Arendtsville, PA,994
24801,0,Arenzville, IL,317
24801,0,Argenta, IL,972
1516,0.91,Argentine, MI,"2,345"
7128,0.06,Argo, AL,"4,127"
26601,0,Argonia, KS,585
29001,0,Argonne, WI,188
12242,0.01,Argos, IN,"1,783"
19601,0,Argusville, ND,394
7728,0.05,Argyle, TX,"3,449"
17008,0,Argyle, MN,536
17401,0,Argyle, MO,135
19001,0,Argyle, NY,318
24601,0,Argyle, GA,240
29001,0,Argyle, WI,813
11003,0.02,Arial, SC,"2,739"
16922,0,Arimo, ID,319
26001,0,Arion, IA,139
7078,0.06,Aripeka, FL,152
15633,0,Arispe, IA,46
15358,0,Aristes, PA,319
22201,0,Aristocrat Ranchettes, CO,"1,492"
20801,0,Ariton, AL,720
21001,0,Arivaca, AZ,635
21001,0,Arivaca Junction, AZ,848
6530,0.07,Arizona City, AZ,"9,573"
21001,0,Arizona Village, AZ,737
8584,0.04,Arkadelphia, AR,"10,703"
10075,0.02,Arkansas City, KS,"12,316"
21201,0,Arkansas City, AR,543
12971,0.01,Arkansaw, WI,169
6329,0.08,Arkdale, WI,166
17401,0,Arkoe, MO,84
7709,0.05,Arkoma, OK,"1,954"
19001,0,Arkport, NY,785
14572,0,Arlee, MT,610
11539,0.01,Arley, AL,453
455,3.74,Arlington, TX,"375,305"
2004,0.62,Arlington, OR,563
2873,0.35,Arlington, MA,"43,728"
5784,0.09,Arlington, VA,"220,173"
7166,0.06,Arlington, VT,"1,311"
10586,0.02,Arlington, IN,471
11485,0.01,Arlington, TN,"11,623"
12238,0.01,Arlington, GA,"1,200"
13776,0.01,Arlington, WA,"18,370"
16931,0,Arlington, KY,383
17008,0,Arlington, MN,"2,196"
18201,0,Arlington, NE,"1,187"
19001,0,Arlington, NY,"4,033"
20001,0,Arlington, OH,"1,467"
20801,0,Arlington, WY,33
21001,0,Arlington, AZ,38
23801,0,Arlington, SD,"1,010"
24801,0,Arlington, IL,180
26001,0,Arlington, IA,557
26601,0,Arlington, KS,503
29001,0,Arlington, WI,829
9164,0.03,Arlington Heights, IL,"75,577"
11826,0.01,Arlington Heights, PA,"5,392"
20001,0,Arlington Heights, OH,985
28601,0,Arlington Heights, WA,"2,827"
9841,0.02,Arma, KS,"1,484"
15350,0,Armada, MI,"2,012"
23001,0,Armagh, PA,102
24801,0,Armington, IL,359
21401,0,Armona, CA,"3,531"
5812,0.09,Armonk, NY,"4,535"
12613,0.01,Armour, SD,902
17401,0,Armstrong, MO,318
20401,0,Armstrong, OK,193
26001,0,Armstrong, IA,924
11329,0.01,Arnaudville, LA,"1,238"
19601,0,Arnegard, ND,245
20401,0,Arnett, OK,504
605,2.73,Arnold, MD,"23,131"
2802,0.36,Arnold, MO,"21,020"
5901,0.09,Arnold, PA,"5,090"
6495,0.07,Arnold, MN,"3,002"
6919,0.06,Arnold, CA,"2,728"
18201,0,Arnold, NE,550
23001,0,Arnold City, PA,609
17201,0,Arnold Line, MS,"2,533"
16103,0,Arnolds Park, IA,"1,109"
14869,0,Arnoldsville, GA,554
11906,0.01,Arnot, PA,400
3394,0.26,Aroma Park, IL,624
12095,0.01,Aromas, CA,"2,677"
14974,0,Arona, PA,368
10357,0.02,Arp, TX,857
14925,0,Arpelar, OK,276
29001,0,Arpin, WI,353
18801,0,Arrey, NM,393
22201,0,Arriba, CO,186
6786,0.06,Arrington, VA,850
17401,0,Arrow Point, MO,136
17401,0,Arrow Rock, MO,38
20801,0,Arrowhead Springs, WY,22
24801,0,Arrowsmith, IL,344
10487,0.02,Arroyo Colorado Estates Colonia, TX,579
8135,0.04,Arroyo Gardens, TX,415
21401,0,Arroyo Grande, CA,"17,536"
18801,0,Arroyo Hondo, NM,303
18801,0,Arroyo Seco, NM,"1,408"
23801,0,Artas, SD,6
13899,0,Artemus, KY,610
10190,0.02,Artesia, NM,"11,494"
15365,0,Artesia, MS,398
21401,0,Artesia, CA,"16,698"
23801,0,Artesian, SD,124
18201,0,Arthur, NE,167
19601,0,Arthur, ND,362
24801,0,Arthur, IL,"2,448"
26001,0,Arthur, IA,161
21401,0,Artois, CA,194
3472,0.25,Artondale, WA,"13,089"
2011,0.62,Arvada, CO,"109,800"
20801,0,Arvada, WY,46
21401,0,Arvin, CA,"20,028"
13496,0.01,Asbury, NJ,225
17401,0,Asbury, MO,152
26001,0,Asbury, IA,"4,848"
3329,0.27,Asbury Lake, FL,"8,165"
4214,0.18,Asbury Park, NJ,"15,933"
13760,0.01,Ascutney, VT,449
21201,0,Ash Flat, AR,"1,230"
21001,0,Ash Fork, AZ,767
17401,0,Ash Grove, MO,"1,421"
347,5.02,Asharoken, NY,552
8086,0.04,Ashaway, RI,"1,307"
3387,0.26,Ashburn, VA,"47,484"
6438,0.07,Ashburn, GA,"3,935"
17401,0,Ashburn, MO,32
8405,0.04,Ashby, MN,473
9023,0.03,Ashdown, AR,"4,611"
5829,0.09,Asheboro, NC,"25,573"
20401,0,Asher, OK,409
24401,0,Asherton, TX,"1,254"
26601,0,Asherville, KS,28
3149,0.3,Asheville, NC,"85,783"
8979,0.03,Ashford, WA,280
10149,0.02,Ashford, AL,"2,273"
29001,0,Ashippun, WI,284
24801,0,Ashkum, IL,807
3277,0.28,Ashland, WI,"8,167"
4312,0.17,Ashland, LA,279
6929,0.06,Ashland, OH,"20,421"
8718,0.03,Ashland, NH,"1,359"
8818,0.03,Ashland, AL,"2,494"
8887,0.03,Ashland, KY,"21,551"
9024,0.03,Ashland, VA,"7,264"
9480,0.03,Ashland, NE,"2,479"
9873,0.02,Ashland, ME,737
13024,0.01,Ashland, MO,"3,796"
13678,0.01,Ashland, NJ,"8,260"
14746,0,Ashland, OK,24
16058,0,Ashland, OR,"20,412"
17201,0,Ashland, MS,493
18001,0,Ashland, MT,851
21401,0,Ashland, CA,"23,360"
23001,0,Ashland, PA,"2,780"
24801,0,Ashland, IL,"1,200"
26601,0,Ashland, KS,798
1768,0.75,Ashland City, TN,"4,643"
13129,0.01,Ashland Heights, SD,622
10012,0.02,Ashley, IL,505
13189,0.01,Ashley, MO,86
19601,0,Ashley, ND,744
20001,0,Ashley, OH,"1,152"
23001,0,Ashley, PA,"2,765"
25601,0,Ashley, IN,"1,255"
27601,0,Ashley, MI,501
19401,0,Ashley Heights, NC,337
24801,0,Ashmore, IL,870
4314,0.17,Ashtabula, OH,"18,819"
13733,0.01,Ashton, IA,417
18201,0,Ashton, NE,186
23801,0,Ashton, SD,164
24801,0,Ashton, ID,"1,100"
24801,0,Ashton, IL,947
5621,0.1,Ashton-Sandy Spring, MD,"5,555"
4117,0.19,Ashville, AL,"2,225"
20001,0,Ashville, OH,"4,130"
23001,0,Ashville, PA,182
2784,0.36,Ashwaubenon, WI,"17,065"
19401,0,Askewville, NC,224
17008,0,Askov, MN,371
4731,0.14,Asotin, WA,"1,420"
22201,0,Aspen, CO,"6,700"
6154,0.08,Aspen Hill, MD,"51,603"
13282,0.01,Aspen Park, CO,780
16143,0,Aspen Springs, CA,54
10609,0.02,Aspermont, TX,976
9747,0.02,Aspers, PA,404
8681,0.03,Aspinwall, PA,"2,794"
26001,0,Aspinwall, IA,25
26601,0,Assaria, KS,560
24801,0,Assumption, IL,"1,266"
7290,0.05,Astatula, FL,"1,736"
4186,0.18,Astor, FL,"1,444"
431,3.95,Astoria, OR,"9,503"
23801,0,Astoria, SD,161
24801,0,Astoria, IL,"1,141"
26001,0,Atalissa, IA,401
2344,0.49,Atascadero, CA,"28,792"
4108,0.19,Atascocita, TX,"69,470"
2436,0.46,Atchison, KS,"10,920"
18201,0,Aten, NE,58
12944,0.01,Atglen, PA,"1,507"
16484,0,Athalia, OH,356
26001,0,Athelstan, IA,45
22601,0,Athena, OR,"1,053"
696,2.37,Athens, TX,"12,782"
1237,1.18,Athens, NY,"1,432"
3457,0.25,Athens, AL,"23,335"
3785,0.22,Athens, OH,"24,151"
9329,0.03,Athens, PA,"3,344"
13483,0.01,Athens, MI,"1,071"
16743,0,Athens, WV,"1,062"
24201,0,Athens, TN,"13,603"
24801,0,Athens, IL,"1,996"
27201,0,Athens, LA,280
29001,0,Athens, WI,"1,008"
875,1.8,Athens-Clarke County Unified Government, GA,"118,514"
8922,0.03,Atherton, CA,"7,034"
3293,0.28,Athol, MA,"8,340"
24801,0,Athol, ID,751
26601,0,Athol, KS,55
56,27.38,Atka, AK,66
14231,0,Atkins, AR,"3,044"
15623,0,Atkins, VA,"1,167"
26001,0,Atkins, IA,"1,812"
10995,0.02,Atkinson, IL,"1,034"
18201,0,Atkinson, NE,"1,299"
19401,0,Atkinson, NC,319
15587,0,Atkinson Mills, PA,243
1600,0.86,Atlanta, GA,"440,641"
4419,0.16,Atlanta, MI,896
4609,0.15,Atlanta, TX,"5,638"
12918,0.01,Atlanta, IL,"1,243"
15982,0,Atlanta, MO,394
18201,0,Atlanta, NE,109
25601,0,Atlanta, IN,690
26601,0,Atlanta, KS,278
27201,0,Atlanta, LA,118
3649,0.23,Atlantic, VA,"1,240"
8811,0.03,Atlantic, IA,"6,983"
10539,0.02,Atlantic, NC,405
23001,0,Atlantic, PA,36
177,9.48,Atlantic Beach, FL,"12,840"
2048,0.6,Atlantic Beach, NY,"1,613"
2890,0.34,Atlantic Beach, NC,"1,618"
23801,0,Atlantic Beach, SC,267
286,6.29,Atlantic City, NJ,"39,521"
20801,0,Atlantic City, WY,25
519,3.27,Atlantic Highlands, NJ,"4,357"
7843,0.05,Atlantis, FL,"2,063"
23001,0,Atlas, PA,932
23001,0,Atlasburg, PA,258
562,2.95,Atmautluak, AK,288
6398,0.08,Atmore, AL,"10,096"
4329,0.17,Atoka, OK,"3,093"
8716,0.03,Atoka, TN,"8,727"
8899,0.03,Atoka, NM,633
24801,0,Atomic City, ID,22
476,3.62,Atqasuk, AK,219
20801,0,Attalla, AL,"5,995"
24601,0,Attapulgus, GA,545
4072,0.19,Attica, MI,782
12650,0.01,Attica, OH,980
19001,0,Attica, NY,"2,609"
25601,0,Attica, IN,"3,365"
26601,0,Attica, KS,754
1419,1,Attleboro, MA,"43,774"
1329,1.08,Attu Station, AK,11
7454,0.05,Atwater, MN,"1,012"
11889,0.01,Atwater, OH,677
12662,0.01,Atwater, CA,"28,686"
6984,0.06,Atwood, KS,"1,019"
10167,0.02,Atwood, PA,110
16328,0,Atwood, TN,966
16772,0,Atwood, OK,76
22201,0,Atwood, CO,206
24801,0,Atwood, IL,"1,164"
5619,0.1,Au Gres, MI,782
8851,0.03,Au Sable, MI,"1,327"
9956,0.02,Au Sable Forks, NY,393
6985,0.06,Auberry, CA,"2,347"
10482,0.02,Aubrey, TX,"2,709"
21201,0,Aubrey, AR,168
277,6.41,Auburn, ME,"22,960"
1380,1.03,Auburn, AL,"56,986"
3343,0.27,Auburn, WA,"73,403"
6430,0.07,Auburn, NY,"27,369"
7499,0.05,Auburn, PA,879
9334,0.03,Auburn, CA,"13,690"
9564,0.03,Auburn, GA,"7,388"
13118,0.01,Auburn, MI,"2,063"
14670,0,Auburn, KS,"1,322"
15405,0,Auburn, KY,"1,556"
18201,0,Auburn, NE,"3,426"
19601,0,Auburn, ND,8
20801,0,Auburn, WY,199
24801,0,Auburn, IL,"5,004"
25601,0,Auburn, IN,"12,972"
26001,0,Auburn, IA,260
28801,0,Auburn, WV,126
8075,0.04,Auburn Hills, MI,"21,639"
10070,0.02,Auburn Lake Trails, CA,"3,839"
252,6.91,Auburndale, FL,"13,979"
29001,0,Auburndale, WI,604
24201,0,Auburntown, TN,387
24601,0,Aucilla, FL,106
10931,0.02,Audubon, NJ,"8,763"
11528,0.01,Audubon, PA,"8,483"
14693,0,Audubon, MN,546
26001,0,Audubon, IA,"2,089"
12278,0.01,Audubon Park, NJ,"1,051"
27001,0,Audubon Park, KY,"1,348"
21401,0,August, CA,"8,479"
569,2.9,Augusta, ME,"18,898"
2254,0.52,Augusta, KS,"9,239"
3342,0.27,Augusta, KY,"1,183"
11333,0.01,Augusta, MI,870
17401,0,Augusta, MO,289
18001,0,Augusta, MT,243
21201,0,Augusta, AR,"2,385"
24801,0,Augusta, IL,609
29001,0,Augusta, WI,"1,556"
16297,0,Augusta Springs, VA,282
405,4.2,Augusta-Richmond County Consolidated Government, GA,"196,551"
19401,0,Aulander, NC,806
17401,0,Aullville, MO,116
22201,0,Ault, CO,"1,558"
22601,0,Aumsville, OR,"3,740"
26001,0,Aurelia, IA,"1,084"
1270,1.15,Aurora, OH,"15,568"
1595,0.86,Aurora, IL,"199,878"
1857,0.7,Aurora, CO,"339,480"
2980,0.33,Aurora, IN,"3,762"
5125,0.12,Aurora, MN,"1,587"
5667,0.1,Aurora, NC,545
8936,0.03,Aurora, MO,"7,475"
13002,0.01,Aurora, NE,"4,461"
16980,0,Aurora, NY,734
22601,0,Aurora, OR,998
23801,0,Aurora, SD,704
24401,0,Aurora, TX,"1,529"
26001,0,Aurora, IA,222
26601,0,Aurora, KS,48
28201,0,Aurora, UT,990
28801,0,Aurora, WV,221
23801,0,Aurora Center, SD,56
11281,0.01,Austell, GA,"6,944"
239,7.17,Austin, TX,"864,218"
5439,0.11,Austin, MN,"24,760"
18601,0,Austin, NV,74
21201,0,Austin, AR,"2,584"
23001,0,Austin, PA,545
25601,0,Austin, IN,"4,294"
20001,0,Austinburg, OH,350
8753,0.03,Austintown, OH,"29,034"
24401,0,Austwell, TX,157
3958,0.2,Autaugaville, AL,"1,101"
19401,0,Autryville, NC,405
8469,0.04,Auxier, KY,366
15792,0,Auxvasse, MO,"1,009"
12497,0.01,Ava, IL,703
14119,0,Ava, MO,"2,973"
1734,0.77,Avalon, NJ,"1,852"
3147,0.3,Avalon, FL,620
6461,0.07,Avalon, PA,"4,704"
15172,0,Avalon, CA,"3,768"
15603,0,Avalon, GA,190
12763,0.01,Avant, OK,369
23001,0,Avella, PA,933
21401,0,Avenal, CA,"14,553"
11162,0.01,Avenel, NJ,"17,952"
1606,0.85,Aventura, FL,"36,979"
13229,0.01,Avenue B And C, AZ,"4,059"
24601,0,Avera, GA,306
5207,0.12,Averill Park, NY,"1,781"
9643,0.02,Avery, TX,395
21401,0,Avery, CA,674
19401,0,Avery Creek, NC,"2,605"
10739,0.02,Avila Beach, CA,"1,166"
11237,0.01,Avilla, AR,935
17401,0,Avilla, MO,120
25601,0,Avilla, IN,"2,332"
11999,0.01,Avinger, TX,518
23001,0,Avis, PA,"1,732"
24801,0,Aviston, IL,"2,092"
3941,0.2,Avoca, MN,95
4936,0.13,Avoca, WI,625
15166,0,Avoca, NY,957
16033,0,Avoca, AR,727
18201,0,Avoca, NE,180
23001,0,Avoca, PA,"2,663"
25601,0,Avoca, IN,821
26001,0,Avoca, IA,"1,328"
4860,0.14,Avocado Heights, CA,"15,432"
5594,0.1,Avon, IN,"14,570"
6647,0.07,Avon, CO,"6,384"
7154,0.06,Avon, OH,"21,783"
7289,0.05,Avon, NC,949
10235,0.02,Avon, AL,579
14070,0,Avon, MT,81
17008,0,Avon, MN,"1,548"
19001,0,Avon, NY,"3,357"
23001,0,Avon, PA,"1,681"
23801,0,Avon, SD,618
24801,0,Avon, IL,711
28201,0,Avon, UT,318
5270,0.12,Avon By The Sea, NJ,"1,810"
20001,0,Avon Lake, OH,"22,881"
1397,1.01,Avon Park, FL,"8,874"
2507,0.43,Avondale, LA,"5,262"
7317,0.05,Avondale, AZ,"77,912"
11750,0.01,Avondale, PA,"1,587"
12807,0.01,Avondale, CO,739
17401,0,Avondale, MO,493
12014,0.01,Avondale Estates, GA,"2,777"
14783,0,Avonia, PA,"1,086"
6053,0.09,Avonmore, PA,961
21001,0,Avra Valley, AZ,"4,919"
3917,0.21,Awendaw, SC,"1,408"
12001,0.01,Axis, AL,"1,020"
14292,0,Axtell, KS,411
18201,0,Axtell, NE,622
19401,0,Ayden, NC,"5,018"
6895,0.06,Ayer, MA,"2,930"
23801,0,Aynor, SC,748
18201,0,Ayr, NE,75
19601,0,Ayr, ND,20
26001,0,Ayrshire, IA,158
8863,0.03,Azalea Park, FL,"13,203"
10762,0.02,Azle, TX,"10,744"
6899,0.06,Aztec, NM,"6,619"
21001,0,Aztec, AZ,3
18001,0,Azure, MT,176
11652,0.01,Azusa, CA,"47,420"
24401,0,B And E Colonia, TX,751
6429,0.07,Babb, MT,113
5243,0.12,Babbie, AL,649
1670,0.81,Babbitt, MN,"1,456"
29001,0,Babcock, WI,66
24601,0,Babson Park, FL,"1,240"
2893,0.34,Babylon, NY,"12,177"
17008,0,Backus, MN,283
4521,0.16,Bacliff, TX,"8,606"
24601,0,Baconton, GA,831
16352,0,Bad Axe, MI,"3,082"
1604,0.85,Baden, MD,"1,942"
3745,0.22,Baden, PA,"4,089"
1328,1.08,Badger, AK,"21,175"
17008,0,Badger, MN,479
23801,0,Badger, SD,70
26001,0,Badger, IA,495
15247,0,Badger Lee, OK,102
19401,0,Badin, NC,"1,608"
5061,0.13,Bagdad, FL,"3,827"
21001,0,Bagdad, AZ,"1,932"
14836,0,Baggs, WY,369
7095,0.06,Bagley, MN,"1,420"
8186,0.04,Bagley, WI,493
26001,0,Bagley, IA,419
5001,0.13,Bagnell, MO,88
27401,0,Bagtown, MD,249
23001,0,Baidland, PA,"1,697"
19401,0,Bailey, NC,494
24401,0,Bailey, TX,230
6437,0.07,Bailey Lake, OH,531
3747,0.22,Bailey Prairie, TX,735
16695,0,Baileys Crossroads, VA,"24,947"
14934,0,Baileys Harbor, WI,268
7194,0.06,Baileyton, AL,742
24201,0,Baileyton, TN,493
12587,0.01,Baileyville, KS,172
13941,0,Baileyville, PA,310
1162,1.29,Bainbridge, GA,"12,600"
6509,0.07,Bainbridge, OH,"2,728"
8649,0.03,Bainbridge, NY,"1,337"
10429,0.02,Bainbridge, PA,"1,689"
25601,0,Bainbridge, IN,885
43,37.41,Bainbridge Island, WA,"23,206"
20001,0,Bainbridge village, OH,772
18001,0,Bainville, MT,208
6603,0.07,Baird, TX,"1,775"
23001,0,Bairdford, PA,"1,096"
20001,0,Bairdstown, OH,206
20801,0,Bairoil, WY,142
19001,0,Baiting Hollow, NY,"1,508"
5672,0.1,Baker, MT,"1,843"
14853,0,Baker, NV,23
17008,0,Baker, MN,50
17401,0,Baker, MO,3
21401,0,Baker, CA,916
27201,0,Baker, LA,"13,838"
22601,0,Baker City, OR,"9,774"
20801,0,Baker Hill, AL,276
1051,1.44,Bakersfield, CA,"358,700"
15708,0,Bakersfield, MO,255
23001,0,Bakerstown, PA,"2,277"
19401,0,Bakersville, NC,391
27401,0,Bakersville, MD,30
3408,0.26,Bal Harbour, FL,"2,605"
4940,0.13,Balaton, MN,575
9750,0.02,Balch Springs, TX,"24,693"
16822,0,Balcones Heights, TX,"2,825"
833,1.91,Bald Head Island, NC,179
6839,0.06,Bald Knob, AR,"2,918"
5470,0.11,Baldwin, PA,"19,791"
9682,0.02,Baldwin, NY,"24,897"
11665,0.01,Baldwin, GA,"3,373"
12347,0.01,Baldwin, LA,"2,087"
14739,0,Baldwin, FL,"1,822"
15498,0,Baldwin, MI,"1,535"
24801,0,Baldwin, IL,396
26001,0,Baldwin, IA,101
29001,0,Baldwin, WI,"3,959"
10960,0.02,Baldwin City, KS,"4,552"
2250,0.52,Baldwin Harbor, NY,"7,799"
4558,0.15,Baldwin Park, CA,"76,411"
7983,0.04,Baldwin Park, MO,84
4197,0.18,Baldwinsville, NY,"7,655"
6198,0.08,Baldwinville, MA,"2,327"
7757,0.05,Baldwyn, MS,"3,198"
12062,0.01,Balfour, NC,"1,453"
19601,0,Balfour, ND,13
27201,0,Ball, LA,"4,005"
17008,0,Ball Club, MN,371
9167,0.03,Ball Ground, GA,"1,657"
18001,0,Ballantine, MT,208
16779,0,Ballard, CA,323
28401,0,Ballard, UT,748
11131,0.02,Ballenger Creek, MD,"18,400"
21401,0,Ballico, CA,333
15229,0,Ballinger, TX,"3,744"
20401,0,Ballou, OK,63
4388,0.17,Ballplay, AL,"1,444"
12441,0.01,Ballston Spa, NY,"5,298"
26001,0,Balltown, IA,59
3935,0.2,Ballville, OH,"2,940"
17401,0,Ballwin, MO,"30,478"
23001,0,Bally, PA,"1,247"
5514,0.11,Balm, FL,"1,688"
24401,0,Balmorhea, TX,552
14110,0,Balmville, NY,"3,072"
1207,1.23,Balsam Lake, WI,829
9327,0.03,Balta, ND,94
6680,0.07,Baltic, CT,"1,142"
10217,0.02,Baltic, SD,"1,000"
20001,0,Baltic, OH,709
150,11.11,Baltimore, MD,"622,271"
20001,0,Baltimore, OH,"2,970"
5987,0.09,Baltimore Highlands, MD,"7,078"
11684,0.01,Bamberg, SC,"3,542"
12227,0.01,Bancroft, WI,607
12590,0.01,Bancroft, MI,660
13517,0.01,Bancroft, WV,534
15936,0,Bancroft, KY,470
18201,0,Bancroft, NE,492
23801,0,Bancroft, SD,17
24801,0,Bancroft, ID,338
26001,0,Bancroft, IA,698
15266,0,Bandana, KY,106
13296,0.01,Bandera, TX,"1,127"
2740,0.37,Bandon, OR,"3,055"
16458,0,Baneberry, TN,491
2941,0.33,Bangor, ME,"32,800"
6506,0.07,Bangor, MI,"2,026"
8816,0.03,Bangor, PA,"5,256"
21401,0,Bangor, CA,575
29001,0,Bangor, WI,"1,523"
9145,0.03,Bangor Base, WA,"6,355"
24401,0,Bangs, TX,"1,703"
8191,0.04,Banks, ID,11
20801,0,Banks, AL,184
21201,0,Banks, AR,161
22601,0,Banks, OR,"1,699"
2419,0.47,Banks Lake South, WA,218
27201,0,Banks Springs, LA,"1,292"
26001,0,Bankston, IA,78
24801,0,Banner, IL,188
19401,0,Banner Elk, NC,"1,078"
24201,0,Banner Hill, TN,"1,470"
21401,0,Banning, CA,"30,281"
16558,0,Bannock, OH,268
9913,0.02,Bannockburn, IL,"1,460"
13918,0,Banquete, TX,837
22401,0,Bantam, CT,751
19601,0,Bantry, ND,17
27401,0,Bar Harbor, ME,"2,524"
20801,0,Bar Nunn, WY,"2,447"
6296,0.08,Baraboo, WI,"12,046"
18201,0,Barada, NE,9
6945,0.06,Baraga, MI,"2,875"
2273,0.52,Barataria, LA,908
3786,0.22,Barberton, OH,"26,375"
28601,0,Barberton, WA,"5,895"
27001,0,Barbourmeade, KY,"1,375"
5750,0.1,Barboursville, WV,"4,075"
6883,0.06,Barbourville, KY,"3,176"
18601,0,Barclay, NJ,"4,321"
27401,0,Barclay, MD,54
6450,0.07,Bardmoor, FL,"9,635"
25001,0,Bardolph, IL,243
2841,0.35,Bardonia, NY,"3,721"
6862,0.06,Bardstown, KY,"12,833"
15071,0,Bardwell, KY,783
24401,0,Bardwell, TX,684
25601,0,Bargersville, IN,"6,324"
5887,0.09,Baring, WA,159
16002,0,Baring, MO,174
12360,0.01,Bark Ranch, CO,336
19001,0,Barker, NY,705
15635,0,Barker Heights, NC,"1,652"
19401,0,Barker Ten Mile, NC,895
23001,0,Barkeyville, PA,270
2823,0.36,Barling, AR,"4,722"
16638,0,Barlow, KY,805
22801,0,Barlow, OR,170
17401,0,Barnard, MO,276
26601,0,Barnard, KS,56
11668,0.01,Barnegat, NJ,"3,502"
5151,0.12,Barnegat Light, NJ,592
13335,0.01,Barnes, KS,113
26001,0,Barnes City, IA,219
2630,0.4,Barnes Lake-Millers Lake, MI,932
15610,0,Barneston, NE,92
8635,0.04,Barnesville, GA,"6,617"
10458,0.02,Barnesville, MN,"2,574"
11687,0.01,Barnesville, OH,"4,115"
16033,0,Barnesville, MD,160
10492,0.02,Barnet, VT,172
17401,0,Barnett, MO,201
19001,0,Barneveld, NY,225
29001,0,Barneveld, WI,"1,223"
19601,0,Barney, ND,56
28601,0,Barney'S Junction, WA,201
4512,0.16,Barnhart, MO,"5,746"
20001,0,Barnhill, OH,384
14187,0,Barnsdall, OK,"1,244"
94,16.54,Barnstable Town, MA,"44,750"
17008,0,Barnum, MN,724
26001,0,Barnum, IA,248
2684,0.39,Barnum Island, NY,"2,489"
4634,0.15,Barnwell, SC,"4,717"
15931,0,Baroda, MI,824
10499,0.02,Barrackville, WV,"1,250"
8877,0.03,Barre, VT,"8,955"
27601,0,Barre, MA,910
27401,0,Barrelville, MD,83
24401,0,Barrera, TX,108
3700,0.23,Barrett, TX,"4,282"
10680,0.02,Barrett, MN,340
4121,0.19,Barrington, IL,"10,830"
18601,0,Barrington, NJ,"6,904"
2028,0.61,Barrington Hills, IL,"3,653"
6080,0.08,Barron, WI,"3,392"
14011,0,Barronett, WI,124
622,2.66,Barrow, AK,"4,296"
16336,0,Barrville, PA,192
12913,0.01,Barry, TX,314
17008,0,Barry, MN,11
25001,0,Barry, IL,"1,287"
6308,0.08,Barryton, MI,392
12529,0.01,Barstow, CA,"23,110"
24401,0,Barstow, TX,396
28601,0,Barstow, WA,81
25001,0,Bartelso, IL,653
9677,0.02,Bartlesville, OK,"36,193"
3619,0.24,Bartlett, IL,"41,529"
9807,0.02,Bartlett, NH,198
10635,0.02,Bartlett, TN,"57,805"
14757,0,Bartlett, TX,"2,068"
16942,0,Bartlett, KS,68
18201,0,Bartlett, NE,141
26001,0,Bartlett, IA,11
11384,0.01,Bartley, WV,279
18201,0,Bartley, NE,269
3577,0.24,Barton, VT,621
5653,0.1,Barton, ND,8
14107,0,Barton, MD,537
16817,0,Barton Creek, TX,"3,483"
27601,0,Barton Hills, MI,313
